date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:46:40	5858/5858	---M--	200	added ('OK')	image/png	etag:%229aedb6387e665a7e27db39e34abfb9dd-ssl%22	https://www.davincicorps.com/assets/img/58480fd7cef1014c0b5e4943.png	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/58480fd7cef1014c0b5e4943.png	(from https://www.davincicorps.com/)
13:46:41	13883/13883	---M--	200	added ('OK')	image/jpeg	etag:%22d85ec6e7a6ec7d77f46b394f5a096e1d-ssl%22	https://www.davincicorps.com/assets/img/company/deloitte.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/company/deloitte.jpg	(from https://www.davincicorps.com/)
13:46:41	30262/30262	---M--	200	added ('OK')	image/png	etag:%22c130aab0fe1fd92dbe4b26ab4179046a-ssl%22	https://www.davincicorps.com/assets/img/Accenture-Logo-2001.png	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/Accenture-Logo-2001.png	(from https://www.davincicorps.com/)
13:46:42	18910/18910	---M--	200	added ('OK')	image/jpeg	etag:%226ad1c029e3c3b6b420e5153feb858798-ssl%22	https://www.davincicorps.com/assets/img/services/2.jpeg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/services/2.jpg	(from https://www.davincicorps.com/)
13:46:42	18207/18207	---M--	200	added ('OK')	image/jpeg	etag:%22cdb000537b4eb74cdc902770d71b4fa7-ssl%22	https://www.davincicorps.com/assets/img/services/6.jpeg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/services/6.jpg	(from https://www.davincicorps.com/)
13:46:43	22787/22787	---M--	200	added ('OK')	image/jpeg	etag:%223f5dd0cd547fc669dccf881cf109f887-ssl%22	https://www.davincicorps.com/assets/img/services/7.jpeg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/services/7.jpg	(from https://www.davincicorps.com/)
13:46:43	14700/14700	---M--	200	added ('OK')	image/jpeg	etag:%22a3e01f0b36bdd443b0ac1675adbdc5d3-ssl%22	https://www.davincicorps.com/assets/img/services/5.jpeg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/services/5.jpg	(from https://www.davincicorps.com/)
13:46:44	14725/14725	---M--	200	added ('OK')	image/jpeg	etag:%22c69cceca83c49b7c7c3c58f3818f5024-ssl%22	https://www.davincicorps.com/assets/img/services/3.jpeg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/services/3.jpg	(from https://www.davincicorps.com/)
13:46:44	20134/20134	---M--	200	added ('OK')	image/jpeg	etag:%2232f52018ef999b30d9de30eb6a61ee88-ssl%22	https://www.davincicorps.com/assets/img/services/WhatsApp%20Image%202021-04-23%20at%206.25.52%20PM.jpeg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/services/WhatsApp%20Image%202021-04-23%20at%206.25.52%20PM.jpg	(from https://www.davincicorps.com/)
13:46:45	19888/19888	---M--	200	added ('OK')	image/jpeg	etag:%222f6a92772b257b3bb4f29849394f6492-ssl%22	https://www.davincicorps.com/assets/img/services/1.jpeg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/services/1.jpg	(from https://www.davincicorps.com/)
13:46:45	23918/23918	---M--	200	added ('OK')	image/jpeg	etag:%22d05aa1fdab22bdd4c5e0ace7ffdfa059-ssl%22	https://www.davincicorps.com/assets/img/services/4.jpeg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/services/4.jpg	(from https://www.davincicorps.com/)
13:46:46	23594/23594	---M--	200	added ('OK')	image/jpeg	etag:%2210de6c5ba5064d7e658f2149fdd652ff-ssl%22	https://www.davincicorps.com/assets/img/services/8.jpeg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/services/8.jpg	(from https://www.davincicorps.com/)
13:46:46	260730/260730	---M--	200	added ('OK')	image/gif	etag:%22d65629b570e050f539f2d6ab17e1dee5-ssl%22	https://www.davincicorps.com/assets/img/gifs/kazcade.gif	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/gifs/kazcade.gif	(from https://www.davincicorps.com/)
13:46:47	211855/211855	---M--	200	added ('OK')	image/gif	etag:%22df72241847a7a13446e01f16f24c10c7-ssl%22	https://www.davincicorps.com/assets/img/gifs/doctor.gif	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/gifs/doctor.gif	(from https://www.davincicorps.com/)
13:46:47	113900/113900	---M--	200	added ('OK')	image/gif	etag:%2255172a783d7260d109e3362c4cfaab70-ssl%22	https://www.davincicorps.com/assets/img/gifs/sharp.gif	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/gifs/sharp.gif	(from https://www.davincicorps.com/)
13:46:48	16801/16801	---M--	200	added ('OK')	image/jpeg	etag:%223ad78dfae497808f6c5a509498318b37-ssl%22	https://www.davincicorps.com/assets/img/flashb/WhatsApp%20Image%202021-04-23%20at%204.35.52%20AM.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/flashb/WhatsApp%20Image%202021-04-23%20at%204.35.52%20AM.jpg	(from https://www.davincicorps.com/)
13:46:48	14158/14158	---M--	200	added ('OK')	image/jpeg	etag:%22d32a21c4de8f4ec6e40a4e7cc12011f1-ssl%22	https://www.davincicorps.com/assets/img/bank/WhatsApp%20Image%202021-04-23%20at%204.35.52%20AM%20(1).jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/bank/WhatsApp%20Image%202021-04-23%20at%204.35.52%20AM%20(1).jpg	(from https://www.davincicorps.com/)
13:46:49	45369/45369	---M--	200	added ('OK')	image/jpeg	etag:%22ef1ff6ae0bdd14c7fc07c51a01a5c7c6-ssl%22	https://www.davincicorps.com/assets/img/vocalforlocal/v3.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/vocalforlocal/v3.jpg	(from https://www.davincicorps.com/)
13:46:49	33211/33211	---M--	200	added ('OK')	image/jpeg	etag:%22d77f8a5c536b0fabcaa46fbcfff72ae6-ssl%22	https://www.davincicorps.com/assets/img/stopNC/su4.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/stopNC/su4.jpg	(from https://www.davincicorps.com/)
13:46:50	14036/14036	---M--	200	added ('OK')	image/jpeg	etag:%22cb012d6d52de97d86b454e288dfd75ab-ssl%22	https://www.davincicorps.com/assets/img/job/j4.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/job/j4.jpg	(from https://www.davincicorps.com/)
13:46:50	21147/21147	---M--	200	added ('OK')	image/jpeg	etag:%22ab8636e9ae40d8f1092ebd1fdc4462d9-ssl%22	https://www.davincicorps.com/assets/img/navguru/ng1.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/navguru/ng1.jpg	(from https://www.davincicorps.com/)
13:46:51	24523/24523	---M--	200	added ('OK')	image/jpeg	etag:%2247619caf21b2762935881b156e567b4e-ssl%22	https://www.davincicorps.com/assets/img/doctor/d4.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/doctor/d4.jpg	(from https://www.davincicorps.com/)
13:46:51	23125/23125	---M--	200	added ('OK')	image/jpeg	etag:%224ed0d5b9285f28e5d218a872ebd66fb2-ssl%22	https://www.davincicorps.com/assets/img/ocean/ot1.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/ocean/ot1.jpg	(from https://www.davincicorps.com/)
13:46:52	178087/178087	---M--	200	added ('OK')	image/jpeg	etag:%22bf62d1a1f5fbb5a7c68f440741bbe1ee-ssl%22	https://www.davincicorps.com/assets/img/ipl/t1.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/ipl/t1.jpg	(from https://www.davincicorps.com/)
13:46:52	11030/11030	---M--	200	added ('OK')	image/jpeg	etag:%22e9f143a07141d35ee3a3ec99ed50e855-ssl%22	https://www.davincicorps.com/assets/img/testi/kascade.jpeg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/testi/kascade.jpg	(from https://www.davincicorps.com/)
13:46:53	60739/60739	---M--	200	added ('OK')	image/jpeg	etag:%22b92cc3e04deee74ac1c74ef0e53ac830-ssl%22	https://www.davincicorps.com/assets/img/testi/s.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/testi/s.jpg	(from https://www.davincicorps.com/)
13:46:53	41116/41116	---M--	200	added ('OK')	image/jpeg	etag:%22bd31d1b73a218948b78c77f2afb3ede8-ssl%22	https://www.davincicorps.com/assets/img/testi/Untitled-3.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/testi/Untitled-3.jpg	(from https://www.davincicorps.com/)
13:46:54	9151/9151	---M--	200	added ('OK')	image/jpeg	etag:%22ed48578d0831f55381b41d87b3a4b6fa-ssl%22	https://www.davincicorps.com/assets/img/testi/deepak.jpeg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/testi/deepak.jpg	(from https://www.davincicorps.com/)
13:46:54	1141/1141	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Sep%202022%2003:42:05%20GMT	https://img.icons8.com/color/48/000000/zoom.png	C:/My%20Web%20Sites/new/img.icons8.com/color/48/000000/zoom.png	(from https://www.davincicorps.com/)
13:46:54	2316/2316	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Sep%202022%2017:34:39%20GMT	https://img.icons8.com/officel/40/000000/whatsapp.png	C:/My%20Web%20Sites/new/img.icons8.com/officel/40/000000/whatsapp.png	(from https://www.davincicorps.com/)
13:46:55	5217/5217	---M--	200	added ('OK')	image/jpeg	etag:%22152cb96ec4c8d16d5b3e74c91a6462c6-ssl%22	https://www.davincicorps.com/assets/img/kaz/k1.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/kaz/k1.jpg	(from https://www.davincicorps.com/)
13:46:55	7376/7376	---M--	200	added ('OK')	image/jpeg	etag:%225d81caa4995dc19dc923ed77ceba8892-ssl%22	https://www.davincicorps.com/assets/img/kaz/k2.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/kaz/k2.jpg	(from https://www.davincicorps.com/)
13:46:56	6736/6736	---M--	200	added ('OK')	image/jpeg	etag:%228378010cfa6382c28218b1f6eb9aeef4-ssl%22	https://www.davincicorps.com/assets/img/kaz/k3.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/kaz/k3.jpg	(from https://www.davincicorps.com/)
13:46:56	7185/7185	---M--	200	added ('OK')	image/jpeg	etag:%2209020a6d5b5f7286b494befa5a202cb9-ssl%22	https://www.davincicorps.com/assets/img/kaz/k4.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/kaz/k4.jpg	(from https://www.davincicorps.com/)
13:46:57	31068/31068	---M--	200	added ('OK')	image/jpeg	etag:%22a57d416af4d67abd669cfa29b20844f8-ssl%22	https://www.davincicorps.com/assets/img/kaz/k5.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/kaz/k5.jpg	(from https://www.davincicorps.com/)
13:46:57	1191/1191	---M-Z	200	added ('OK')	application/javascript	etag:%228ca99f809be8885e8608e88099c6ffd8-ssl-df%22	https://www.davincicorps.com/assets/js/carousel.js	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/js/carousel.js	(from https://www.davincicorps.com/)
13:46:58	15341/15341	---M--	200	added ('OK')	image/jpeg	etag:%22b6ac257c16e07ac6786dbc02905144ab-ssl%22	https://www.davincicorps.com/assets/img/plasmaweb/p1.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/plasmaweb/p1.jpg	(from https://www.davincicorps.com/)
13:46:58	17816/17816	---M--	200	added ('OK')	image/jpeg	etag:%2285e314961d6dcee3121c719886102d2a-ssl%22	https://www.davincicorps.com/assets/img/plasmaweb/p2.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/plasmaweb/p2.jpg	(from https://www.davincicorps.com/)
13:46:59	31073/31073	---M--	200	added ('OK')	image/jpeg	etag:%226b138888fe46e873dfc0cf2647543634-ssl%22	https://www.davincicorps.com/assets/img/plasmaweb/p3.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/plasmaweb/p3.jpg	(from https://www.davincicorps.com/)
13:46:59	21359/21359	---M--	200	added ('OK')	image/jpeg	etag:%22986c0ff42e89babc0147a668c62cd2e4-ssl%22	https://www.davincicorps.com/assets/img/plasmaweb/p4.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/plasmaweb/p4.jpg	(from https://www.davincicorps.com/)
13:47:00	149684/149684	---M--	200	added ('OK')	image/png	etag:%22aeff91fa0a3eafc82837cfce400e539a-ssl%22	https://www.davincicorps.com/assets/img/sharpmindlabs/a.png	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/sharpmindlabs/a.png	(from https://www.davincicorps.com/)
13:47:01	372371/372371	---M--	200	added ('OK')	image/png	etag:%22d13974ca1e4ed8af4f0b6a81c5a30cce-ssl%22	https://www.davincicorps.com/assets/img/sharpmindlabs/sharp.png	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/sharpmindlabs/sharp.png	(from https://www.davincicorps.com/)
13:47:01	11022/11022	---M--	200	added ('OK')	image/jpeg	etag:%227172c4090db781334c2066edd631d8cf-ssl%22	https://www.davincicorps.com/assets/img/flashb/f1.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/flashb/f1.jpg	(from https://www.davincicorps.com/)
13:47:02	9702/9702	---M--	200	added ('OK')	image/jpeg	etag:%22242c9bb7b7df340ff21c5fcadedac053-ssl%22	https://www.davincicorps.com/assets/img/flashb/f2.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/flashb/f2.jpg	(from https://www.davincicorps.com/)
13:47:02	8075/8075	---M--	200	added ('OK')	image/jpeg	etag:%228c6c44b14b413aa40ba956b1859f3ad7-ssl%22	https://www.davincicorps.com/assets/img/flashb/f3.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/flashb/f3.jpg	(from https://www.davincicorps.com/)
13:47:03	659944/659944	---M--	200	added ('OK')	image/gif	etag:%2221144beeba52b554ae6f0e9cdf5df347-ssl%22	https://www.davincicorps.com/assets/img/sharpmindlabs/c.gif	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/sharpmindlabs/c.gif	(from https://www.davincicorps.com/)
13:47:03	6000/6000	---M--	200	added ('OK')	image/jpeg	etag:%229bf3b1773bb8c302a469be18f438f176-ssl%22	https://www.davincicorps.com/assets/img/bank/b1.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/bank/b1.jpg	(from https://www.davincicorps.com/)
13:47:03	11525/11525	---M--	200	added ('OK')	image/jpeg	etag:%227bdbbe32bd5de049367d20106da27508-ssl%22	https://www.davincicorps.com/assets/img/bank/b2.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/bank/b2.jpg	(from https://www.davincicorps.com/)
13:47:04	8116/8116	---M--	200	added ('OK')	image/jpeg	etag:%22c334c02b4bca3af7c1685752e9664f9c-ssl%22	https://www.davincicorps.com/assets/img/bank/b3.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/bank/b3.jpg	(from https://www.davincicorps.com/)
13:47:05	560729/560729	---M--	200	added ('OK')	image/gif	etag:%227ef1e1eadd6086a2bcd2b88aa9ef7516-ssl%22	https://www.davincicorps.com/assets/img/gifs/vocal4local.gif	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/gifs/vocal4local.gif	(from https://www.davincicorps.com/)
13:47:05	26153/26153	---M--	200	added ('OK')	image/jpeg	etag:%228d6b5b59a69cd480f48999f63664e83e-ssl%22	https://www.davincicorps.com/assets/img/vocalforlocal/v1.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/vocalforlocal/v1.jpg	(from https://www.davincicorps.com/)
13:47:06	24364/24364	---M--	200	added ('OK')	image/jpeg	etag:%2266751ea91b7be560a6d78ddbe9d004dc-ssl%22	https://www.davincicorps.com/assets/img/vocalforlocal/v2.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/vocalforlocal/v2.jpg	(from https://www.davincicorps.com/)
13:47:06	28601/28601	---M--	200	added ('OK')	image/jpeg	etag:%22021ab5f96209b0ea4236996d5afa9456-ssl%22	https://www.davincicorps.com/assets/img/stopNC/su1.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/stopNC/su1.jpg	(from https://www.davincicorps.com/)
13:47:07	41843/41843	---M--	200	added ('OK')	image/jpeg	etag:%22b82992cba4dc7d0d9c49391467fd59d0-ssl%22	https://www.davincicorps.com/assets/img/stopNC/su2.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/stopNC/su2.jpg	(from https://www.davincicorps.com/)
13:47:07	27433/27433	---M--	200	added ('OK')	image/jpeg	etag:%2214d21300f1e5993947d572d5c7d9b6c6-ssl%22	https://www.davincicorps.com/assets/img/stopNC/su14.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/stopNC/su14.jpg	(from https://www.davincicorps.com/)
13:47:08	13401/13401	---M--	200	added ('OK')	image/jpeg	etag:%22c39a1bb1898ad7c38058f1f8f80eb534-ssl%22	https://www.davincicorps.com/assets/img/job/j2.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/job/j2.jpg	(from https://www.davincicorps.com/)
13:47:08	14003/14003	---M--	200	added ('OK')	image/jpeg	etag:%221ca7ed102aa24d579e7b8923779d4d8b-ssl%22	https://www.davincicorps.com/assets/img/job/j3.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/job/j3.jpg	(from https://www.davincicorps.com/)
13:47:09	14120/14120	---M--	200	added ('OK')	image/jpeg	etag:%220cbadb6855dcff3b137e6587569d7f3b-ssl%22	https://www.davincicorps.com/assets/img/job/j41.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/job/j41.jpg	(from https://www.davincicorps.com/)
13:47:09	11556/11556	---M--	200	added ('OK')	image/jpeg	etag:%22ce2ffd0b04c138bab7d3d19baffa11f9-ssl%22	https://www.davincicorps.com/assets/img/job/j5.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/job/j5.jpg	(from https://www.davincicorps.com/)
13:47:10	19975/19975	---M--	200	added ('OK')	image/jpeg	etag:%22cf39d5bb5b33d75630f1b895075c7081-ssl%22	https://www.davincicorps.com/assets/img/navguru/ng11.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/navguru/ng11.jpg	(from https://www.davincicorps.com/)
13:47:11	33213/33213	---M--	200	added ('OK')	image/jpeg	etag:%2265f1b0aa6b15168abe8cd37331d94e38-ssl%22	https://www.davincicorps.com/assets/img/navguru/ng2.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/navguru/ng2.jpg	(from https://www.davincicorps.com/)
13:47:11	20711/20711	---M--	200	added ('OK')	image/jpeg	etag:%22ac0dca47a976bae89775aaa4b63c26f8-ssl%22	https://www.davincicorps.com/assets/img/navguru/ng3.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/navguru/ng3.jpg	(from https://www.davincicorps.com/)
13:47:12	17813/17813	---M--	200	added ('OK')	image/jpeg	etag:%22e4f0892c201974a2fa4436b423228a2c-ssl%22	https://www.davincicorps.com/assets/img/navguru/ng4.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/navguru/ng4.jpg	(from https://www.davincicorps.com/)
13:47:12	13124/13124	---M--	200	added ('OK')	image/jpeg	etag:%22dfa1e4dc20129c60ecc597e7737c7072-ssl%22	https://www.davincicorps.com/assets/img/doctor/d1.jpg	C:/My%20Web%20Sites/new/www.davincicorps.com/assets/img/doctor/d1.jpg	(from https://www.davincicorps.com/)
